file_name,label_id,label_name,source_index
img_000041_label09_idx036844.png,9,renaissance,36844
img_000042_label06_idx023900.png,6,art_nouveau,23900
img_000043_label04_idx018714.png,4,baroque,18714
img_000044_label08_idx017574.png,8,ukiyo_e,17574
img_000045_label07_idx009737.png,7,surrealism,9737
img_000046_label01_idx029155.png,1,realism,29155
img_000047_label07_idx019937.png,7,surrealism,19937
img_000048_label08_idx019057.png,8,ukiyo_e,19057
img_000049_label02_idx025947.png,2,romanticism,25947
img_000050_label00_idx020409.png,0,impressionism,20409
img_000051_label01_idx011616.png,1,realism,11616
img_000052_label06_idx022733.png,6,art_nouveau,22733
img_000053_label07_idx015710.png,7,surrealism,15710
img_000054_label03_idx016767.png,3,expressionism,16767
img_000055_label09_idx045676.png,9,renaissance,45676
img_000056_label06_idx046243.png,6,art_nouveau,46243
img_000057_label02_idx007990.png,2,romanticism,7990
img_000058_label01_idx024156.png,1,realism,24156
img_000059_label09_idx013034.png,9,renaissance,13034
img_000060_label03_idx018140.png,3,expressionism,18140
img_000061_label06_idx047970.png,6,art_nouveau,47970
img_000062_label07_idx005075.png,7,surrealism,5075
img_000063_label01_idx031350.png,1,realism,31350
img_000064_label03_idx006846.png,3,expressionism,6846
img_000065_label03_idx026991.png,3,expressionism,26991
img_000066_label01_idx022716.png,1,realism,22716
img_000067_label06_idx045404.png,6,art_nouveau,45404
img_000068_label06_idx010586.png,6,art_nouveau,10586
img_000069_label09_idx031318.png,9,renaissance,31318
img_000070_label07_idx034972.png,7,surrealism,34972
img_000071_label03_idx015681.png,3,expressionism,15681
img_000072_label00_idx016333.png,0,impressionism,16333
img_000073_label09_idx008390.png,9,renaissance,8390
img_000074_label04_idx032130.png,4,baroque,32130
img_000075_label02_idx043828.png,2,romanticism,43828
img_000076_label06_idx022445.png,6,art_nouveau,22445
img_000077_label06_idx040398.png,6,art_nouveau,40398
img_000078_label04_idx037729.png,4,baroque,37729
img_000079_label02_idx030500.png,2,romanticism,30500
img_000080_label02_idx029212.png,2,romanticism,29212
img_000081_label09_idx030757.png,9,renaissance,30757
img_000082_label00_idx029946.png,0,impressionism,29946
img_000083_label01_idx018202.png,1,realism,18202
img_000084_label02_idx041215.png,2,romanticism,41215
img_000085_label00_idx007306.png,0,impressionism,7306
img_000086_label07_idx034368.png,7,surrealism,34368
img_000087_label03_idx045828.png,3,expressionism,45828
img_000088_label00_idx014191.png,0,impressionism,14191
img_000089_label01_idx045555.png,1,realism,45555
img_000090_label08_idx034713.png,8,ukiyo_e,34713
img_000091_label04_idx031194.png,4,baroque,31194
img_000092_label03_idx001676.png,3,expressionism,1676
img_000093_label05_idx007762.png,5,post_impressionism,7762
img_000094_label05_idx010109.png,5,post_impressionism,10109
img_000095_label07_idx043748.png,7,surrealism,43748
img_000096_label00_idx042934.png,0,impressionism,42934
img_000097_label01_idx016412.png,1,realism,16412
img_000098_label05_idx037502.png,5,post_impressionism,37502
img_000099_label08_idx045389.png,8,ukiyo_e,45389
img_000100_label07_idx041919.png,7,surrealism,41919
img_000101_label07_idx040298.png,7,surrealism,40298
img_000102_label05_idx000908.png,5,post_impressionism,908
img_000103_label07_idx048810.png,7,surrealism,48810
img_000104_label08_idx011568.png,8,ukiyo_e,11568
img_000105_label05_idx000277.png,5,post_impressionism,277
img_000106_label09_idx035938.png,9,renaissance,35938
img_000107_label06_idx021246.png,6,art_nouveau,21246
img_000108_label06_idx020490.png,6,art_nouveau,20490
img_000109_label00_idx026419.png,0,impressionism,26419
img_000110_label03_idx038303.png,3,expressionism,38303
img_000111_label07_idx041546.png,7,surrealism,41546
img_000112_label00_idx003347.png,0,impressionism,3347
img_000113_label07_idx044842.png,7,surrealism,44842
img_000114_label01_idx024465.png,1,realism,24465
img_000115_label06_idx026361.png,6,art_nouveau,26361
img_000116_label01_idx003587.png,1,realism,3587
img_000117_label04_idx008137.png,4,baroque,8137
img_000118_label00_idx016795.png,0,impressionism,16795
img_000119_label00_idx044634.png,0,impressionism,44634
img_000120_label01_idx028284.png,1,realism,28284
img_000121_label04_idx043940.png,4,baroque,43940
img_000122_label04_idx019014.png,4,baroque,19014
img_000123_label01_idx042598.png,1,realism,42598
img_000124_label00_idx044140.png,0,impressionism,44140
img_000125_label07_idx027863.png,7,surrealism,27863
img_000126_label04_idx014213.png,4,baroque,14213
img_000127_label02_idx012370.png,2,romanticism,12370
img_000128_label00_idx020713.png,0,impressionism,20713
img_000129_label02_idx004341.png,2,romanticism,4341
img_000130_label05_idx024299.png,5,post_impressionism,24299
img_000131_label02_idx001371.png,2,romanticism,1371
img_000132_label02_idx010579.png,2,romanticism,10579
img_000133_label04_idx036209.png,4,baroque,36209
img_000134_label06_idx028658.png,6,art_nouveau,28658
img_000135_label08_idx006357.png,8,ukiyo_e,6357
img_000136_label07_idx024737.png,7,surrealism,24737
img_000137_label03_idx025695.png,3,expressionism,25695
img_000138_label05_idx012874.png,5,post_impressionism,12874
img_000139_label03_idx038294.png,3,expressionism,38294
img_000140_label06_idx012316.png,6,art_nouveau,12316
img_000141_label05_idx039972.png,5,post_impressionism,39972
img_000142_label00_idx041668.png,0,impressionism,41668
img_000143_label01_idx045499.png,1,realism,45499
img_000144_label06_idx020546.png,6,art_nouveau,20546
img_000145_label00_idx033307.png,0,impressionism,33307
img_000146_label07_idx002367.png,7,surrealism,2367
img_000147_label02_idx038320.png,2,romanticism,38320
img_000148_label01_idx044318.png,1,realism,44318
img_000149_label05_idx019445.png,5,post_impressionism,19445
img_000150_label04_idx017458.png,4,baroque,17458
img_000151_label03_idx023612.png,3,expressionism,23612
img_000152_label06_idx014811.png,6,art_nouveau,14811
img_000153_label02_idx038825.png,2,romanticism,38825
img_000154_label02_idx028459.png,2,romanticism,28459
img_000155_label00_idx020632.png,0,impressionism,20632
img_000156_label02_idx016960.png,2,romanticism,16960
img_000157_label01_idx035505.png,1,realism,35505
img_000158_label02_idx048237.png,2,romanticism,48237
img_000159_label02_idx037139.png,2,romanticism,37139
img_000160_label07_idx029628.png,7,surrealism,29628
img_000161_label06_idx020914.png,6,art_nouveau,20914
img_000162_label06_idx017793.png,6,art_nouveau,17793
img_000163_label01_idx006488.png,1,realism,6488
img_000164_label09_idx032319.png,9,renaissance,32319
img_000165_label09_idx033066.png,9,renaissance,33066
img_000166_label08_idx023537.png,8,ukiyo_e,23537
img_000167_label01_idx044588.png,1,realism,44588
img_000168_label01_idx045368.png,1,realism,45368
img_000169_label08_idx048536.png,8,ukiyo_e,48536
img_000170_label02_idx020015.png,2,romanticism,20015
img_000171_label03_idx011857.png,3,expressionism,11857
img_000172_label01_idx035171.png,1,realism,35171
img_000173_label02_idx001214.png,2,romanticism,1214
img_000174_label08_idx037474.png,8,ukiyo_e,37474
img_000175_label04_idx037815.png,4,baroque,37815
img_000176_label09_idx004699.png,9,renaissance,4699
img_000177_label09_idx035751.png,9,renaissance,35751
img_000178_label08_idx018037.png,8,ukiyo_e,18037
img_000179_label00_idx042483.png,0,impressionism,42483
img_000180_label08_idx047462.png,8,ukiyo_e,47462
img_000181_label04_idx041826.png,4,baroque,41826
img_000182_label00_idx018873.png,0,impressionism,18873
img_000183_label06_idx042608.png,6,art_nouveau,42608
img_000184_label06_idx040960.png,6,art_nouveau,40960
img_000185_label08_idx047711.png,8,ukiyo_e,47711
img_000186_label02_idx031936.png,2,romanticism,31936
img_000187_label06_idx014706.png,6,art_nouveau,14706
img_000188_label07_idx035428.png,7,surrealism,35428
img_000189_label02_idx027337.png,2,romanticism,27337
img_000190_label01_idx024128.png,1,realism,24128
img_000191_label07_idx015246.png,7,surrealism,15246
img_000192_label07_idx020421.png,7,surrealism,20421
img_000193_label00_idx045784.png,0,impressionism,45784
img_000194_label02_idx033375.png,2,romanticism,33375
img_000195_label06_idx044348.png,6,art_nouveau,44348
img_000196_label06_idx012352.png,6,art_nouveau,12352
img_000197_label07_idx048714.png,7,surrealism,48714
img_000198_label05_idx024978.png,5,post_impressionism,24978
img_000199_label02_idx011760.png,2,romanticism,11760
img_000200_label09_idx026613.png,9,renaissance,26613
img_000201_label09_idx048037.png,9,renaissance,48037
img_000202_label01_idx027554.png,1,realism,27554
img_000203_label07_idx041170.png,7,surrealism,41170
img_000204_label03_idx005431.png,3,expressionism,5431
img_000205_label06_idx024070.png,6,art_nouveau,24070
img_000206_label08_idx020970.png,8,ukiyo_e,20970
img_000207_label01_idx001402.png,1,realism,1402
img_000208_label07_idx045168.png,7,surrealism,45168
img_000209_label06_idx041877.png,6,art_nouveau,41877
img_000210_label07_idx015854.png,7,surrealism,15854
img_000211_label05_idx006761.png,5,post_impressionism,6761
img_000212_label04_idx018609.png,4,baroque,18609
img_000213_label09_idx009895.png,9,renaissance,9895
img_000214_label05_idx049027.png,5,post_impressionism,49027
img_000215_label07_idx018933.png,7,surrealism,18933
img_000216_label00_idx020931.png,0,impressionism,20931
img_000217_label02_idx038848.png,2,romanticism,38848
img_000218_label08_idx049545.png,8,ukiyo_e,49545
img_000219_label07_idx047411.png,7,surrealism,47411
img_000220_label09_idx048668.png,9,renaissance,48668
img_000221_label03_idx030960.png,3,expressionism,30960
img_000222_label00_idx008115.png,0,impressionism,8115
img_000223_label08_idx030084.png,8,ukiyo_e,30084
img_000224_label00_idx002689.png,0,impressionism,2689
img_000225_label03_idx033839.png,3,expressionism,33839
img_000226_label00_idx010160.png,0,impressionism,10160
img_000227_label00_idx029847.png,0,impressionism,29847
img_000228_label06_idx031379.png,6,art_nouveau,31379
img_000229_label07_idx029589.png,7,surrealism,29589
img_000230_label08_idx019733.png,8,ukiyo_e,19733
img_000231_label03_idx004587.png,3,expressionism,4587
img_000232_label02_idx034960.png,2,romanticism,34960
img_000233_label03_idx012953.png,3,expressionism,12953
img_000234_label03_idx040275.png,3,expressionism,40275
img_000235_label02_idx042774.png,2,romanticism,42774
img_000236_label08_idx049313.png,8,ukiyo_e,49313
img_000237_label04_idx020628.png,4,baroque,20628
img_000238_label05_idx031923.png,5,post_impressionism,31923
img_000239_label05_idx004630.png,5,post_impressionism,4630
img_000240_label07_idx049687.png,7,surrealism,49687
img_000241_label01_idx032017.png,1,realism,32017
img_000242_label03_idx024196.png,3,expressionism,24196
img_000243_label04_idx040165.png,4,baroque,40165
img_000244_label05_idx006788.png,5,post_impressionism,6788
img_000245_label00_idx023299.png,0,impressionism,23299
img_000246_label07_idx019986.png,7,surrealism,19986
img_000247_label05_idx004831.png,5,post_impressionism,4831
img_000248_label09_idx040784.png,9,renaissance,40784
img_000249_label04_idx015218.png,4,baroque,15218
img_000250_label06_idx016956.png,6,art_nouveau,16956
img_000251_label00_idx026608.png,0,impressionism,26608
img_000252_label00_idx038085.png,0,impressionism,38085
img_000253_label06_idx032084.png,6,art_nouveau,32084
img_000254_label08_idx009226.png,8,ukiyo_e,9226
img_000255_label08_idx005680.png,8,ukiyo_e,5680
img_000256_label08_idx044063.png,8,ukiyo_e,44063
img_000257_label06_idx013325.png,6,art_nouveau,13325
img_000258_label01_idx008384.png,1,realism,8384
img_000259_label05_idx017797.png,5,post_impressionism,17797
img_000260_label06_idx013795.png,6,art_nouveau,13795
img_000261_label07_idx015189.png,7,surrealism,15189
img_000262_label03_idx043532.png,3,expressionism,43532
img_000263_label00_idx017029.png,0,impressionism,17029
img_000264_label06_idx026586.png,6,art_nouveau,26586
img_000265_label00_idx040077.png,0,impressionism,40077
img_000266_label08_idx036925.png,8,ukiyo_e,36925
img_000267_label06_idx017712.png,6,art_nouveau,17712
img_000268_label03_idx020426.png,3,expressionism,20426
img_000269_label02_idx049370.png,2,romanticism,49370
img_000270_label00_idx047316.png,0,impressionism,47316
img_000271_label00_idx019725.png,0,impressionism,19725
img_000272_label01_idx013806.png,1,realism,13806
img_000273_label02_idx010893.png,2,romanticism,10893
img_000274_label01_idx036308.png,1,realism,36308
img_000275_label09_idx005570.png,9,renaissance,5570
img_000276_label00_idx035116.png,0,impressionism,35116
img_000277_label02_idx043253.png,2,romanticism,43253
img_000278_label07_idx033143.png,7,surrealism,33143
img_000279_label08_idx033716.png,8,ukiyo_e,33716
img_000280_label05_idx029148.png,5,post_impressionism,29148
img_000281_label00_idx003269.png,0,impressionism,3269
img_000282_label05_idx000051.png,5,post_impressionism,51
img_000283_label01_idx012493.png,1,realism,12493
img_000284_label03_idx030428.png,3,expressionism,30428
img_000285_label01_idx010874.png,1,realism,10874
img_000286_label01_idx004657.png,1,realism,4657
img_000287_label01_idx003196.png,1,realism,3196
img_000288_label02_idx002064.png,2,romanticism,2064
img_000289_label00_idx038442.png,0,impressionism,38442
img_000290_label09_idx048201.png,9,renaissance,48201
img_000291_label02_idx034912.png,2,romanticism,34912
img_000292_label02_idx037154.png,2,romanticism,37154
img_000293_label06_idx042729.png,6,art_nouveau,42729
img_000294_label02_idx019815.png,2,romanticism,19815
img_000295_label08_idx047555.png,8,ukiyo_e,47555
img_000296_label01_idx013424.png,1,realism,13424
img_000297_label00_idx002751.png,0,impressionism,2751
img_000298_label04_idx037718.png,4,baroque,37718
img_000299_label00_idx009956.png,0,impressionism,9956
img_000300_label06_idx035398.png,6,art_nouveau,35398
img_000301_label00_idx009010.png,0,impressionism,9010
img_000302_label00_idx031151.png,0,impressionism,31151
img_000303_label05_idx025745.png,5,post_impressionism,25745
img_000304_label09_idx001300.png,9,renaissance,1300
img_000305_label02_idx019187.png,2,romanticism,19187
img_000306_label07_idx004666.png,7,surrealism,4666
img_000307_label04_idx046487.png,4,baroque,46487
img_000308_label09_idx031362.png,9,renaissance,31362
img_000309_label07_idx004115.png,7,surrealism,4115
img_000310_label04_idx048272.png,4,baroque,48272
img_000311_label06_idx013428.png,6,art_nouveau,13428
img_000312_label04_idx023273.png,4,baroque,23273
img_000313_label05_idx027109.png,5,post_impressionism,27109
img_000314_label07_idx010442.png,7,surrealism,10442
img_000315_label03_idx034977.png,3,expressionism,34977
img_000316_label02_idx026217.png,2,romanticism,26217
img_000317_label00_idx033771.png,0,impressionism,33771
img_000318_label06_idx019078.png,6,art_nouveau,19078
img_000319_label05_idx049682.png,5,post_impressionism,49682
img_000320_label09_idx020084.png,9,renaissance,20084
img_000321_label09_idx032765.png,9,renaissance,32765
img_000322_label05_idx027208.png,5,post_impressionism,27208
img_000323_label04_idx048614.png,4,baroque,48614
img_000324_label05_idx013547.png,5,post_impressionism,13547
img_000325_label06_idx043521.png,6,art_nouveau,43521
img_000326_label08_idx028336.png,8,ukiyo_e,28336
img_000327_label01_idx012011.png,1,realism,12011
img_000328_label03_idx025708.png,3,expressionism,25708
img_000329_label08_idx001239.png,8,ukiyo_e,1239
img_000330_label00_idx003890.png,0,impressionism,3890
img_000331_label02_idx005167.png,2,romanticism,5167
img_000332_label05_idx030395.png,5,post_impressionism,30395
img_000333_label01_idx002700.png,1,realism,2700
img_000334_label02_idx036220.png,2,romanticism,36220
img_000335_label09_idx017828.png,9,renaissance,17828
img_000336_label04_idx026585.png,4,baroque,26585
img_000337_label09_idx006951.png,9,renaissance,6951
img_000338_label07_idx012040.png,7,surrealism,12040
img_000339_label04_idx000975.png,4,baroque,975
img_000340_label00_idx046294.png,0,impressionism,46294
img_000341_label07_idx038535.png,7,surrealism,38535
img_000342_label01_idx017581.png,1,realism,17581
img_000343_label04_idx011856.png,4,baroque,11856
img_000344_label05_idx017022.png,5,post_impressionism,17022
img_000345_label09_idx040225.png,9,renaissance,40225
img_000346_label09_idx048199.png,9,renaissance,48199
img_000347_label04_idx048620.png,4,baroque,48620
img_000348_label04_idx041994.png,4,baroque,41994
img_000349_label06_idx044127.png,6,art_nouveau,44127
img_000350_label03_idx031456.png,3,expressionism,31456
img_000351_label06_idx006815.png,6,art_nouveau,6815
img_000352_label02_idx029458.png,2,romanticism,29458
img_000353_label09_idx014447.png,9,renaissance,14447
img_000354_label08_idx006513.png,8,ukiyo_e,6513
img_000355_label00_idx005361.png,0,impressionism,5361
img_000356_label03_idx000897.png,3,expressionism,897
img_000357_label08_idx034603.png,8,ukiyo_e,34603
img_000358_label09_idx032964.png,9,renaissance,32964
img_000359_label02_idx024265.png,2,romanticism,24265
img_000360_label04_idx041578.png,4,baroque,41578
img_000361_label04_idx039751.png,4,baroque,39751
img_000362_label03_idx027177.png,3,expressionism,27177
img_000363_label08_idx037949.png,8,ukiyo_e,37949
img_000364_label04_idx037345.png,4,baroque,37345
img_000365_label00_idx036041.png,0,impressionism,36041
img_000366_label00_idx003551.png,0,impressionism,3551
img_000367_label03_idx031823.png,3,expressionism,31823
img_000368_label03_idx024017.png,3,expressionism,24017
img_000369_label02_idx020377.png,2,romanticism,20377
img_000370_label08_idx020291.png,8,ukiyo_e,20291
img_000371_label07_idx045609.png,7,surrealism,45609
img_000372_label06_idx036144.png,6,art_nouveau,36144
img_000373_label01_idx024834.png,1,realism,24834
img_000374_label09_idx025810.png,9,renaissance,25810
img_000375_label05_idx015588.png,5,post_impressionism,15588
img_000376_label02_idx039435.png,2,romanticism,39435
img_000377_label06_idx031403.png,6,art_nouveau,31403
img_000378_label03_idx023609.png,3,expressionism,23609
img_000379_label02_idx008789.png,2,romanticism,8789
img_000380_label08_idx001571.png,8,ukiyo_e,1571
img_000381_label05_idx001216.png,5,post_impressionism,1216
img_000382_label01_idx045328.png,1,realism,45328
img_000383_label08_idx015635.png,8,ukiyo_e,15635
img_000384_label07_idx024173.png,7,surrealism,24173
img_000385_label00_idx040018.png,0,impressionism,40018
img_000386_label01_idx049683.png,1,realism,49683
img_000387_label02_idx036284.png,2,romanticism,36284
img_000388_label08_idx043207.png,8,ukiyo_e,43207
img_000389_label00_idx046779.png,0,impressionism,46779
img_000390_label03_idx047138.png,3,expressionism,47138
img_000391_label07_idx016074.png,7,surrealism,16074
img_000392_label00_idx002583.png,0,impressionism,2583
img_000393_label01_idx015009.png,1,realism,15009
img_000394_label09_idx016746.png,9,renaissance,16746
img_000395_label04_idx021728.png,4,baroque,21728
img_000396_label06_idx010391.png,6,art_nouveau,10391
img_000397_label09_idx020925.png,9,renaissance,20925
img_000398_label03_idx002148.png,3,expressionism,2148
img_000399_label03_idx022914.png,3,expressionism,22914
img_000400_label06_idx024663.png,6,art_nouveau,24663
img_000401_label06_idx005540.png,6,art_nouveau,5540
img_000402_label04_idx001339.png,4,baroque,1339
img_000403_label08_idx003076.png,8,ukiyo_e,3076
img_000404_label08_idx029304.png,8,ukiyo_e,29304
img_000405_label07_idx015296.png,7,surrealism,15296
img_000406_label01_idx028574.png,1,realism,28574
img_000407_label07_idx008664.png,7,surrealism,8664
img_000408_label02_idx009630.png,2,romanticism,9630
img_000409_label09_idx020355.png,9,renaissance,20355
img_000410_label03_idx047809.png,3,expressionism,47809
img_000411_label04_idx034124.png,4,baroque,34124
img_000412_label07_idx040336.png,7,surrealism,40336
img_000413_label09_idx026071.png,9,renaissance,26071
img_000414_label07_idx045914.png,7,surrealism,45914
img_000415_label04_idx026201.png,4,baroque,26201
img_000416_label00_idx040992.png,0,impressionism,40992
img_000417_label06_idx032567.png,6,art_nouveau,32567
img_000418_label00_idx003850.png,0,impressionism,3850
img_000419_label09_idx039481.png,9,renaissance,39481
img_000420_label05_idx044655.png,5,post_impressionism,44655
img_000421_label05_idx020826.png,5,post_impressionism,20826
img_000422_label06_idx013308.png,6,art_nouveau,13308
img_000423_label07_idx038820.png,7,surrealism,38820
img_000424_label08_idx005701.png,8,ukiyo_e,5701
img_000425_label00_idx001529.png,0,impressionism,1529
img_000426_label03_idx004660.png,3,expressionism,4660
img_000427_label00_idx005840.png,0,impressionism,5840
img_000428_label06_idx042442.png,6,art_nouveau,42442
img_000429_label01_idx043867.png,1,realism,43867
img_000430_label04_idx000767.png,4,baroque,767
img_000431_label03_idx029261.png,3,expressionism,29261
img_000432_label05_idx023531.png,5,post_impressionism,23531
img_000433_label09_idx004005.png,9,renaissance,4005
img_000434_label01_idx030956.png,1,realism,30956
img_000435_label09_idx044745.png,9,renaissance,44745
img_000436_label02_idx007389.png,2,romanticism,7389
img_000437_label05_idx032989.png,5,post_impressionism,32989
img_000438_label01_idx012903.png,1,realism,12903
img_000439_label00_idx009232.png,0,impressionism,9232
img_000440_label07_idx036362.png,7,surrealism,36362
img_000441_label01_idx040790.png,1,realism,40790
img_000442_label07_idx011594.png,7,surrealism,11594
img_000443_label04_idx000626.png,4,baroque,626
img_000444_label02_idx048147.png,2,romanticism,48147
img_000445_label05_idx008336.png,5,post_impressionism,8336
img_000446_label07_idx033000.png,7,surrealism,33000
img_000447_label04_idx004361.png,4,baroque,4361
img_000448_label08_idx048502.png,8,ukiyo_e,48502
img_000449_label02_idx033917.png,2,romanticism,33917
img_000450_label07_idx005057.png,7,surrealism,5057
img_000451_label01_idx008713.png,1,realism,8713
img_000452_label09_idx023851.png,9,renaissance,23851
img_000453_label00_idx015543.png,0,impressionism,15543
img_000454_label00_idx024037.png,0,impressionism,24037
img_000455_label05_idx035185.png,5,post_impressionism,35185
img_000456_label09_idx037616.png,9,renaissance,37616
img_000457_label08_idx047281.png,8,ukiyo_e,47281
img_000458_label02_idx006849.png,2,romanticism,6849
img_000459_label02_idx014260.png,2,romanticism,14260
img_000460_label05_idx035926.png,5,post_impressionism,35926
img_000461_label07_idx046539.png,7,surrealism,46539
img_000462_label02_idx020172.png,2,romanticism,20172
img_000463_label02_idx002796.png,2,romanticism,2796
img_000464_label07_idx011967.png,7,surrealism,11967
img_000465_label08_idx036983.png,8,ukiyo_e,36983
img_000466_label09_idx011307.png,9,renaissance,11307
img_000467_label00_idx043236.png,0,impressionism,43236
img_000468_label04_idx011083.png,4,baroque,11083
img_000469_label06_idx000087.png,6,art_nouveau,87
img_000470_label07_idx023131.png,7,surrealism,23131
img_000471_label00_idx009035.png,0,impressionism,9035
img_000472_label01_idx008931.png,1,realism,8931
img_000473_label06_idx040381.png,6,art_nouveau,40381
img_000474_label01_idx001542.png,1,realism,1542
img_000475_label00_idx024661.png,0,impressionism,24661
img_000476_label04_idx010690.png,4,baroque,10690
img_000477_label05_idx008686.png,5,post_impressionism,8686
img_000478_label07_idx020631.png,7,surrealism,20631
img_000479_label00_idx036556.png,0,impressionism,36556
img_000480_label09_idx001283.png,9,renaissance,1283
img_000481_label08_idx046019.png,8,ukiyo_e,46019
img_000482_label07_idx016639.png,7,surrealism,16639
img_000483_label01_idx005809.png,1,realism,5809
img_000484_label08_idx049077.png,8,ukiyo_e,49077
img_000485_label04_idx033923.png,4,baroque,33923
img_000486_label03_idx022337.png,3,expressionism,22337
img_000487_label04_idx037404.png,4,baroque,37404
img_000488_label06_idx048542.png,6,art_nouveau,48542
img_000489_label02_idx027762.png,2,romanticism,27762
img_000490_label07_idx033539.png,7,surrealism,33539
img_000491_label00_idx036949.png,0,impressionism,36949
img_000492_label01_idx013999.png,1,realism,13999
img_000493_label08_idx012532.png,8,ukiyo_e,12532
img_000494_label00_idx037806.png,0,impressionism,37806
img_000495_label04_idx036038.png,4,baroque,36038
img_000496_label04_idx030990.png,4,baroque,30990
img_000497_label07_idx032952.png,7,surrealism,32952
img_000498_label01_idx042176.png,1,realism,42176
img_000499_label04_idx031579.png,4,baroque,31579
